reserva_id,fecha_llegada,fecha_salida,mes_llegada,año_llegada,building_code,building_public,canal,canal_tipo,estado,es_reserva_activa,noches,precio_total,adr,cliente_hash,apt_public
115450336,2025-11-21,2026-01-29,2025-11,2025,D,Edificio D — Old Quarter,Direct booking,Directo,cancellation,False,69,0.0,0.0,68698254,D-01
115452366,2025-11-21,2026-01-30,2025-11,2025,D,Edificio D — Old Quarter,Direct booking,Directo,modification of booking,False,70,32750.0,467.8571428571428,22096246,D-01
115348546,2025-11-26,2026-01-29,2025-11,2025,D,Edificio D — Old Quarter,Direct booking,Directo,cancellation,False,64,0.0,0.0,40525953,D-02
116473216,2025-12-01,2026-01-15,2025-12,2025,C,Edificio C — Riverside,Direct booking,Directo,modification of booking,False,45,4500.0,100.0,34083842,C-01
121176896,2025-12-21,2026-01-04,2025-12,2025,E,Edificio E — Budget Inn,Direct booking,Directo,modification of booking,False,14,475.0,33.92857142857143,30396720,E-01
114035816,2025-12-28,2026-01-01,2025-12,2025,A,Edificio A — Urban District,Booking.com,OTA,reservation,True,4,357.48,89.37,49526883,A-01
114413036,2025-12-28,2026-01-02,2025-12,2025,B,Edificio B — City Center,Booking.com,OTA,reservation,True,5,867.6,173.52,66739061,B-01
115223481,2025-12-28,2026-01-05,2025-12,2025,D,Edificio D — Old Quarter,Booking.com,OTA,cancellation,False,8,7137.6,892.2,35311193,D-03
120813166,2025-12-29,2026-01-01,2025-12,2025,E,Edificio E — Budget Inn,Booking.com,OTA,reservation,True,3,143.0,47.66666666666666,81096967,E-02
121826421,2025-12-29,2026-01-01,2025-12,2025,E,Edificio E — Budget Inn,Booking.com,OTA,reservation,True,3,96.0,32.0,90973706,E-03
112870211,2025-12-29,2026-01-02,2025-12,2025,A,Edificio A — Urban District,Booking.com,OTA,reservation,True,4,383.4,95.85,49596084,A-02
120492596,2025-12-29,2026-01-03,2025-12,2025,C,Edificio C — Riverside,Booking.com,OTA,reservation,True,5,474.3,94.86,54010687,C-02
116973401,2025-12-30,2026-01-01,2025-12,2025,D,Edificio D — Old Quarter,Booking.com,OTA,cancellation,False,2,849.6,424.8,17711094,D-04
116973406,2025-12-30,2026-01-01,2025-12,2025,D,Edificio D — Old Quarter,Booking.com,OTA,cancellation,False,2,495.6,247.8,17711094,D-05
119922676,2025-12-30,2026-01-01,2025-12,2025,C,Edificio C — Riverside,Booking.com,OTA,reservation,True,2,282.6,141.3,69063404,C-03
120800296,2025-12-30,2026-01-01,2025-12,2025,D,Edificio D — Old Quarter,Booking.com,OTA,cancellation,False,2,225.0,112.5,84831376,D-05
120803386,2025-12-30,2026-01-01,2025-12,2025,D,Edificio D — Old Quarter,Booking.com,OTA,reservation,True,2,270.0,135.0,84831376,D-05
121594616,2025-12-30,2026-01-01,2025-12,2025,E,Edificio E — Budget Inn,Airbnb,OTA,reservation,True,2,96.0,48.0,23421489,E-04
121752371,2025-12-30,2026-01-01,2025-12,2025,E,Edificio E — Budget Inn,Airbnb,OTA,modification of booking,False,2,66.0,33.0,26835095,E-05
121814696,2025-12-30,2026-01-01,2025-12,2025,E,Edificio E — Budget Inn,Booking.com,OTA,modification of booking,False,2,66.0,33.0,88834688,E-06
121914971,2025-12-30,2026-01-01,2025-12,2025,E,Edificio E — Budget Inn,Booking.com,OTA,reservation,True,2,86.4,43.2,49046106,E-07
112340206,2025-12-30,2026-01-02,2025-12,2025,B,Edificio B — City Center,Booking.com,OTA,reservation,True,3,486.0,162.0,83669120,B-02
112340211,2025-12-30,2026-01-02,2025-12,2025,B,Edificio B — City Center,Booking.com,OTA,reservation,True,3,474.0,158.0,83669120,B-03
116679781,2025-12-30,2026-01-02,2025-12,2025,B,Edificio B — City Center,Booking.com,OTA,reservation,True,3,525.6,175.20000000000002,90767975,B-04
120470381,2025-12-30,2026-01-02,2025-12,2025,D,Edificio D — Old Quarter,Booking.com,OTA,modification of booking,False,3,369.6,123.2,52659757,D-06
120634656,2025-12-30,2026-01-02,2025-12,2025,C,Edificio C — Riverside,Booking.com,OTA,reservation,True,3,386.0,128.66666666666666,26474780,C-04
120634661,2025-12-30,2026-01-02,2025-12,2025,C,Edificio C — Riverside,Booking.com,OTA,reservation,True,3,386.0,128.66666666666666,26474780,C-05
120634666,2025-12-30,2026-01-02,2025-12,2025,C,Edificio C — Riverside,Booking.com,OTA,reservation,True,3,386.0,128.66666666666666,26474780,C-06
120634671,2025-12-30,2026-01-02,2025-12,2025,C,Edificio C — Riverside,Booking.com,OTA,reservation,True,3,386.0,128.66666666666666,26474780,C-07
121656066,2025-12-30,2026-01-02,2025-12,2025,OTRO,Otros,Direct booking,Directo,cancellation,False,3,75.0,25.0,56930294,OTRO-01
121820081,2025-12-30,2026-01-02,2025-12,2025,E,Edificio E — Budget Inn,Booking.com,OTA,reservation,True,3,120.0,40.0,25860431,E-08
112048166,2025-12-30,2026-01-03,2025-12,2025,B,Edificio B — City Center,Booking.com,OTA,reservation,True,4,1332.0,333.0,43750255,B-05
120275451,2025-12-31,2026-01-01,2025-12,2025,D,Edificio D — Old Quarter,Booking.com,OTA,reservation,True,1,295.0,295.0,88951826,D-04
120652176,2025-12-31,2026-01-01,2025-12,2025,D,Edificio D — Old Quarter,Booking.com,OTA,reservation,True,1,284.0,284.0,24186754,D-03
121738571,2025-12-31,2026-01-01,2025-12,2025,E,Edificio E — Budget Inn,Booking.com,OTA,reservation,True,1,48.0,48.0,30303563,E-09
121799021,2025-12-31,2026-01-01,2025-12,2025,E,Edificio E — Budget Inn,Airbnb,OTA,reservation,True,1,42.0,42.0,24884294,E-10
121883921,2025-12-31,2026-01-01,2025-12,2025,E,Edificio E — Budget Inn,Booking.com,OTA,cancellation,False,1,42.0,42.0,61027318,E-11
121968316,2025-12-31,2026-01-01,2025-12,2025,E,Edificio E — Budget Inn,Booking.com,OTA,reservation,True,1,32.4,32.4,97665123,E-12
122199461,2025-12-31,2026-01-01,2025-12,2025,E,Edificio E — Budget Inn,Booking.com,OTA,reservation,True,1,37.8,37.8,56336076,E-11
116960281,2025-12-31,2026-01-02,2025-12,2025,B,Edificio B — City Center,Booking.com,OTA,reservation,True,2,397.2,198.6,26086683,B-06
120295796,2025-12-31,2026-01-02,2025-12,2025,C,Edificio C — Riverside,Booking.com,OTA,reservation,True,2,225.0,112.5,85991577,C-08
120319236,2025-12-31,2026-01-02,2025-12,2025,D,Edificio D — Old Quarter,Airbnb,OTA,reservation,True,2,442.2,221.1,17488708,D-02
120444731,2025-12-31,2026-01-02,2025-12,2025,D,Edificio D — Old Quarter,Booking.com,OTA,reservation,True,2,201.0,100.5,81428426,D-07
120444736,2025-12-31,2026-01-02,2025-12,2025,D,Edificio D — Old Quarter,Booking.com,OTA,reservation,True,2,270.0,135.0,81428426,D-08
121361651,2025-12-31,2026-01-02,2025-12,2025,C,Edificio C — Riverside,Booking.com,OTA,reservation,True,2,219.0,109.5,34751312,C-09
121535921,2025-12-31,2026-01-02,2025-12,2025,E,Edificio E — Budget Inn,Booking.com,OTA,cancellation,False,2,72.0,36.0,34089872,E-13
114250696,2025-12-31,2026-01-03,2025-12,2025,B,Edificio B — City Center,Booking.com,OTA,reservation,True,3,676.0,225.3333333333333,59469302,B-07
114250701,2025-12-31,2026-01-03,2025-12,2025,B,Edificio B — City Center,Booking.com,OTA,reservation,True,3,616.0,205.3333333333333,59469302,B-08
114250706,2025-12-31,2026-01-03,2025-12,2025,B,Edificio B — City Center,Booking.com,OTA,reservation,True,3,581.0,193.66666666666663,59469302,B-09
119503611,2025-12-31,2026-01-03,2025-12,2025,E,Edificio E — Budget Inn,Booking.com,OTA,reservation,True,3,166.0,55.333333333333336,88273680,E-14
122173531,2025-12-31,2026-01-03,2025-12,2025,OTRO,Otros,Direct booking,Directo,reservation,True,3,75.0,25.0,81797712,OTRO-01
120784356,2025-12-31,2026-01-31,2025-12,2025,E,Edificio E — Budget Inn,Direct booking,Directo,modification of booking,False,31,1750.0,56.45161290322581,35799257,E-15
116757996,2026-01-01,2026-01-02,2026-01,2026,E,Edificio E — Budget Inn,Booking.com,OTA,reservation,True,1,41.0,41.0,17511839,E-09
119248306,2026-01-01,2026-01-02,2026-01,2026,E,Edificio E — Budget Inn,Booking.com,OTA,cancellation,False,1,28.0,28.0,17250652,E-05
120425491,2026-01-01,2026-01-02,2026-01,2026,E,Edificio E — Budget Inn,Booking.com,OTA,reservation,True,1,41.0,41.0,52577390,E-11
120607661,2026-01-01,2026-01-02,2026-01,2026,D,Edificio D — Old Quarter,Booking.com,OTA,reservation,True,1,154.0,154.0,64289074,D-04
120678446,2026-01-01,2026-01-02,2026-01,2026,E,Edificio E — Budget Inn,Booking.com,OTA,reservation,True,1,41.0,41.0,52129350,E-02
120831751,2026-01-01,2026-01-02,2026-01,2026,E,Edificio E — Budget Inn,Booking.com,OTA,cancellation,False,1,28.0,28.0,91451999,E-03
121531271,2026-01-01,2026-01-02,2026-01,2026,E,Edificio E — Budget Inn,Booking.com,OTA,reservation,True,1,48.0,48.0,39404532,E-10
121878446,2026-01-01,2026-01-02,2026-01,2026,C,Edificio C — Riverside,Booking.com,OTA,reservation,True,1,96.3,96.3,73438262,C-03
121998066,2026-01-01,2026-01-02,2026-01,2026,E,Edificio E — Budget Inn,Booking.com,OTA,reservation,True,1,36.0,36.0,85698988,E-06
122097451,2026-01-01,2026-01-02,2026-01,2026,D,Edificio D — Old Quarter,Booking.com,OTA,reservation,True,1,95.0,95.0,14492305,D-05
122273401,2026-01-01,2026-01-02,2026-01,2026,E,Edificio E — Budget Inn,Booking.com,OTA,reservation,True,1,32.4,32.4,57513966,E-13
113078931,2026-01-01,2026-01-03,2026-01,2026,A,Edificio A — Urban District,Booking.com,OTA,reservation,True,2,230.04,115.02,99419950,A-01
115382806,2026-01-01,2026-01-03,2026-01,2026,E,Edificio E — Budget Inn,Booking.com,OTA,cancellation,False,2,62.0,31.0,26781166,E-05
116143351,2026-01-01,2026-01-03,2026-01,2026,E,Edificio E — Budget Inn,Booking.com,OTA,cancellation,False,2,62.0,31.0,26781166,E-06
116212851,2026-01-01,2026-01-03,2026-01,2026,E,Edificio E — Budget Inn,Booking.com,OTA,reservation,True,2,62.0,31.0,26781166,E-12
120727511,2026-01-01,2026-01-03,2026-01,2026,D,Edificio D — Old Quarter,Booking.com,OTA,reservation,True,2,453.6,226.8,83190575,D-03
121736176,2026-01-01,2026-01-03,2026-01,2026,E,Edificio E — Budget Inn,Booking.com,OTA,reservation,True,2,119.0,59.5,41843175,E-07
114096296,2026-01-01,2026-01-04,2026-01,2026,E,Edificio E — Budget Inn,Booking.com,OTA,cancellation,False,3,137.0,45.66666666666666,69198674,E-08
119973906,2026-01-01,2026-01-04,2026-01,2026,E,Edificio E — Budget Inn,Booking.com,OTA,modification of booking,False,3,96.0,32.0,78077672,E-16
120495511,2026-01-01,2026-01-05,2026-01,2026,E,Edificio E — Budget Inn,Booking.com,OTA,reservation,True,4,178.0,44.5,68080635,E-04
120834471,2026-01-02,2026-01-03,2026-01,2026,E,Edificio E — Budget Inn,Booking.com,OTA,reservation,True,1,34.0,34.0,91451999,E-05
121905591,2026-01-02,2026-01-03,2026-01,2026,B,Edificio B — City Center,Booking.com,OTA,reservation,True,1,113.0,113.0,39630905,B-06
122015806,2026-01-02,2026-01-03,2026-01,2026,B,Edificio B — City Center,Booking.com,OTA,reservation,True,1,107.0,107.0,62265611,B-02
122081086,2026-01-02,2026-01-03,2026-01,2026,D,Edificio D — Old Quarter,Booking.com,OTA,reservation,True,1,178.0,178.0,11799494,D-04
122127821,2026-01-02,2026-01-03,2026-01,2026,C,Edificio C — Riverside,Airbnb,OTA,reservation,True,1,101.0,101.0,58692371,C-05
122154651,2026-01-02,2026-01-03,2026-01,2026,E,Edificio E — Budget Inn,Booking.com,OTA,reservation,True,1,43.2,43.2,69130375,E-08
122193601,2026-01-02,2026-01-03,2026-01,2026,D,Edificio D — Old Quarter,Airbnb,OTA,reservation,True,1,182.6,182.6,63883433,D-02
122292321,2026-01-02,2026-01-03,2026-01,2026,D,Edificio D — Old Quarter,Booking.com,OTA,reservation,True,1,113.0,113.0,63290054,D-08
122327096,2026-01-02,2026-01-03,2026-01,2026,B,Edificio B — City Center,Booking.com,OTA,reservation,True,1,107.0,107.0,68243670,B-01
122349556,2026-01-02,2026-01-03,2026-01,2026,D,Edificio D — Old Quarter,Booking.com,OTA,reservation,True,1,89.0,89.0,68641926,D-07
122361331,2026-01-02,2026-01-03,2026-01,2026,E,Edificio E — Budget Inn,Booking.com,OTA,reservation,True,1,37.8,37.8,44083650,E-11
122363726,2026-01-02,2026-01-03,2026-01,2026,C,Edificio C — Riverside,Booking.com,OTA,reservation,True,1,107.0,107.0,35319711,C-08
122375766,2026-01-02,2026-01-03,2026-01,2026,E,Edificio E — Budget Inn,Booking.com,OTA,reservation,True,1,37.8,37.8,50586918,E-10
122376526,2026-01-02,2026-01-03,2026-01,2026,E,Edificio E — Budget Inn,Booking.com,OTA,reservation,True,1,37.8,37.8,36755999,E-09
119935531,2026-01-02,2026-01-04,2026-01,2026,E,Edificio E — Budget Inn,Booking.com,OTA,reservation,True,2,68.0,34.0,79771928,E-06
119938386,2026-01-02,2026-01-04,2026-01,2026,E,Edificio E — Budget Inn,Booking.com,OTA,reservation,True,2,68.0,34.0,11554043,E-03
121859861,2026-01-02,2026-01-04,2026-01,2026,B,Edificio B — City Center,Booking.com,OTA,reservation,True,2,231.0,115.5,63280192,B-04
122009701,2026-01-02,2026-01-04,2026-01,2026,A,Edificio A — Urban District,Booking.com,OTA,reservation,True,2,171.0,85.5,82867430,A-02
122133061,2026-01-02,2026-01-04,2026-01,2026,D,Edificio D — Old Quarter,Booking.com,OTA,modification of booking,False,2,235.2,117.6,97344792,D-06
122381446,2026-01-02,2026-01-04,2026-01,2026,D,Edificio D — Old Quarter,Airbnb,OTA,reservation,True,2,209.0,104.5,72238017,D-05
116831306,2026-01-02,2026-01-05,2026-01,2026,E,Edificio E — Budget Inn,Booking.com,OTA,cancellation,False,3,96.0,32.0,18606153,E-06
120969161,2026-01-02,2026-01-05,2026-01,2026,E,Edificio E — Budget Inn,Booking.com,OTA,reservation,True,3,137.0,45.66666666666666,90303212,E-02
122138221,2026-01-02,2026-01-05,2026-01,2026,C,Edificio C — Riverside,Booking.com,OTA,reservation,True,3,229.5,76.5,51685492,C-03
116734371,2026-01-02,2026-01-06,2026-01,2026,E,Edificio E — Budget Inn,Booking.com,OTA,reservation,True,4,124.0,31.0,84624369,E-13
122132931,2026-01-02,2026-01-12,2026-01,2026,B,Edificio B — City Center,Booking.com,OTA,reservation,True,10,841.0,84.1,97509049,B-03
117613791,2026-01-03,2026-01-04,2026-01,2026,E,Edificio E — Budget Inn,Booking.com,OTA,reservation,True,1,48.0,48.0,69168803,E-07
120364956,2026-01-03,2026-01-04,2026-01,2026,E,Edificio E — Budget Inn,Booking.com,OTA,cancellation,False,1,34.0,34.0,56507438,E-05
121664316,2026-01-03,2026-01-04,2026-01,2026,B,Edificio B — City Center,Booking.com,OTA,reservation,True,1,272.0,272.0,69567962,B-05
121803346,2026-01-24,2026-01-25,2026-01,2026,E,Edificio E — Budget Inn,Booking.com,OTA,modification of booking,False,1,48.0,48.0,12614640,E-11
123233781,2026-01-24,2026-01-25,2026-01,2026,E,Edificio E — Budget Inn,Booking.com,OTA,reservation,True,1,48.0,48.0,26593296,E-09
124211176,2026-01-24,2026-01-25,2026-01,2026,B,Edificio B — City Center,Booking.com,OTA,reservation,True,1,166.0,166.0,25299458,B-05
124307076,2026-01-24,2026-01-25,2026-01,2026,B,Edificio B — City Center,Booking.com,OTA,reservation,True,1,119.0,119.0,65755686,B-02
124410526,2026-01-24,2026-01-25,2026-01,2026,B,Edificio B — City Center,Booking.com,OTA,reservation,True,1,107.0,107.0,12212107,B-07
124603066,2026-01-24,2026-01-25,2026-01,2026,A,Edificio A — Urban District,Booking.com,OTA,reservation,True,1,69.3,69.3,77500027,A-01
124654306,2026-01-24,2026-01-25,2026-01,2026,C,Edificio C — Riverside,Booking.com,OTA,reservation,True,1,83.0,83.0,26554084,C-08
124664626,2026-01-24,2026-01-25,2026-01,2026,D,Edificio D — Old Quarter,Booking.com,OTA,cancellation,False,1,83.0,83.0,37886488,D-05
124669651,2026-01-24,2026-01-25,2026-01,2026,C,Edificio C — Riverside,Booking.com,OTA,reservation,True,1,89.0,89.0,37886488,C-07
124810956,2026-01-24,2026-01-25,2026-01,2026,D,Edificio D — Old Quarter,Booking.com,OTA,reservation,True,1,83.0,83.0,36314685,D-05
124881521,2026-01-24,2026-01-25,2026-01,2026,E,Edificio E — Budget Inn,Airbnb,OTA,reservation,True,1,42.0,42.0,31582212,E-13
125083106,2026-01-24,2026-01-25,2026-01,2026,D,Edificio D — Old Quarter,Booking.com,OTA,reservation,True,1,59.0,59.0,16071813,D-07
125114601,2026-01-24,2026-01-25,2026-01,2026,B,Edificio B — City Center,Booking.com,OTA,reservation,True,1,83.0,83.0,38699367,B-08
125120971,2026-01-24,2026-01-25,2026-01,2026,C,Edificio C — Riverside,Airbnb,OTA,reservation,True,1,95.0,95.0,21833631,C-05
125139116,2026-01-24,2026-01-25,2026-01,2026,C,Edificio C — Riverside,Booking.com,OTA,reservation,True,1,95.0,95.0,79229877,C-06
125195386,2026-01-24,2026-01-25,2026-01,2026,E,Edificio E — Budget Inn,Booking.com,OTA,reservation,True,1,32.4,32.4,87769662,E-02
125197516,2026-01-24,2026-01-25,2026-01,2026,E,Edificio E — Budget Inn,Booking.com,OTA,reservation,True,1,27.0,27.0,57948436,E-01
125207271,2026-01-24,2026-01-25,2026-01,2026,C,Edificio C — Riverside,Booking.com,OTA,reservation,True,1,59.0,59.0,86265489,C-09
125207466,2026-01-24,2026-01-25,2026-01,2026,E,Edificio E — Budget Inn,Booking.com,OTA,reservation,True,1,32.4,32.4,24541689,E-07
125158061,2026-01-24,2026-01-26,2026-01,2026,E,Edificio E — Budget Inn,Booking.com,OTA,reservation,True,2,64.8,32.4,13377612,E-08
124911291,2026-01-24,2026-01-27,2026-01,2026,B,Edificio B — City Center,Booking.com,OTA,reservation,True,3,248.4,82.8,64326564,B-09
121045001,2026-01-24,2026-01-28,2026-01,2026,E,Edificio E — Budget Inn,Booking.com,OTA,cancellation,False,4,171.0,42.75,71886416,E-08
124959886,2026-01-24,2026-01-28,2026-01,2026,E,Edificio E — Budget Inn,Booking.com,OTA,reservation,True,4,97.2,24.3,74381646,E-03
124977901,2026-01-25,2026-01-26,2026-01,2026,E,Edificio E — Budget Inn,Booking.com,OTA,modification of booking,False,1,24.0,24.0,72513667,E-14
125149591,2026-01-25,2026-01-26,2026-01,2026,E,Edificio E — Budget Inn,Booking.com,OTA,reservation,True,1,27.0,27.0,24505792,E-07
125170181,2026-01-25,2026-01-26,2026-01,2026,E,Edificio E — Budget Inn,Booking.com,OTA,reservation,True,1,27.0,27.0,62160327,E-02
125182131,2026-01-25,2026-01-26,2026-01,2026,E,Edificio E — Budget Inn,Booking.com,OTA,reservation,True,1,21.6,21.6,85698988,E-13
125210571,2026-01-25,2026-01-26,2026-01,2026,E,Edificio E — Budget Inn,Direct booking,Directo,modification of booking,False,1,35.0,35.0,47326581,E-11
125278036,2026-01-25,2026-01-26,2026-01,2026,E,Edificio E — Budget Inn,Booking.com,OTA,reservation,True,1,30.0,30.0,20968472,E-09
125286341,2026-01-25,2026-01-26,2026-01,2026,C,Edificio C — Riverside,Airbnb,OTA,reservation,True,1,54.0,54.0,51302943,C-05
125298636,2026-01-25,2026-01-26,2026-01,2026,B,Edificio B — City Center,Booking.com,OTA,reservation,True,1,71.0,71.0,39355195,B-07
122405626,2026-01-25,2026-01-27,2026-01,2026,E,Edificio E — Budget Inn,Booking.com,OTA,modification of booking,False,2,56.0,28.0,77751715,E-12
125223666,2026-01-25,2026-01-27,2026-01,2026,D,Edificio D — Old Quarter,Booking.com,OTA,reservation,True,2,156.0,78.0,75367103,D-04
124749286,2026-01-25,2026-01-28,2026-01,2026,A,Edificio A — Urban District,Booking.com,OTA,reservation,True,3,135.0,45.0,88205385,A-01
125005811,2026-01-25,2026-01-28,2026-01,2026,B,Edificio B — City Center,Booking.com,OTA,reservation,True,3,285.0,95.0,51360555,B-05
124562541,2026-01-25,2026-01-30,2026-01,2026,E,Edificio E — Budget Inn,Booking.com,OTA,reservation,True,5,120.0,24.0,33694742,E-01
125031731,2026-01-25,2026-01-30,2026-01,2026,C,Edificio C — Riverside,Booking.com,OTA,reservation,True,5,319.0,63.8,88380671,C-06
120238126,2026-01-25,2026-02-15,2026-01,2026,E,Edificio E — Budget Inn,Booking.com,OTA,cancellation,False,21,624.0,29.714285714285715,43926408,E-14
120238751,2026-01-25,2026-02-15,2026-01,2026,E,Edificio E — Budget Inn,Booking.com,OTA,cancellation,False,21,624.0,29.714285714285715,43783936,E-06
122305826,2026-01-25,2026-02-15,2026-01,2026,E,Edificio E — Budget Inn,Booking.com,OTA,cancellation,False,21,624.0,29.714285714285715,63041545,E-03
124231151,2026-01-26,2026-01-27,2026-01,2026,D,Edificio D — Old Quarter,Booking.com,OTA,reservation,True,1,65.0,65.0,14544670,D-05
124853491,2026-01-26,2026-01-27,2026-01,2026,E,Edificio E — Budget Inn,Booking.com,OTA,modification of booking,False,1,24.0,24.0,10310107,E-14
124869546,2026-01-26,2026-01-27,2026-01,2026,E,Edificio E — Budget Inn,Airbnb,OTA,reservation,True,1,24.0,24.0,18719975,E-13
125334956,2026-01-26,2026-01-27,2026-01,2026,E,Edificio E — Budget Inn,Direct booking,Directo,reservation,True,1,25.0,25.0,47326581,E-05
125398346,2026-01-26,2026-01-27,2026-01,2026,E,Edificio E — Budget Inn,Booking.com,OTA,cancellation,False,1,27.0,27.0,85836539,E-07
125434411,2026-01-26,2026-01-27,2026-01,2026,B,Edificio B — City Center,Booking.com,OTA,reservation,True,1,59.0,59.0,12619839,B-07
125452906,2026-01-26,2026-01-27,2026-01,2026,B,Edificio B — City Center,Direct booking,Directo,modification of booking,False,1,60.0,60.0,20231863,B-08
125460826,2026-01-26,2026-01-27,2026-01,2026,E,Edificio E — Budget Inn,Booking.com,OTA,reservation,True,1,21.6,21.6,54933528,E-09
125468446,2026-01-26,2026-01-27,2026-01,2026,E,Edificio E — Budget Inn,Booking.com,OTA,reservation,True,1,27.0,27.0,70607615,E-07
125493986,2026-01-26,2026-01-27,2026-01,2026,E,Edificio E — Budget Inn,Booking.com,OTA,reservation,True,1,27.0,27.0,46130762,E-10
125510536,2026-01-26,2026-01-27,2026-01,2026,C,Edificio C — Riverside,Booking.com,OTA,reservation,True,1,48.0,48.0,86080147,C-05
125083771,2026-01-26,2026-01-28,2026-01,2026,D,Edificio D — Old Quarter,Booking.com,OTA,reservation,True,2,170.4,85.2,78444082,D-03
125379266,2026-01-26,2026-01-28,2026-01,2026,E,Edificio E — Budget Inn,Booking.com,OTA,reservation,True,2,54.0,27.0,21187994,E-02
125465641,2026-01-26,2026-01-28,2026-01,2026,E,Edificio E — Budget Inn,Booking.com,OTA,reservation,True,2,54.0,27.0,40982674,E-11
118224656,2026-01-26,2026-01-29,2026-01,2026,B,Edificio B — City Center,Booking.com,OTA,cancellation,False,3,597.6,199.2,83602121,B-05
119785851,2026-01-26,2026-01-29,2026-01,2026,D,Edificio D — Old Quarter,Booking.com,OTA,reservation,True,3,637.2,212.4,86507367,D-02
124960656,2026-01-26,2026-01-29,2026-01,2026,B,Edificio B — City Center,Booking.com,OTA,reservation,True,3,213.0,71.0,15159873,B-01
125323691,2026-01-26,2026-01-29,2026-01,2026,E,Edificio E — Budget Inn,Booking.com,OTA,modification of booking,False,3,64.8,21.6,91774979,E-17
125374226,2026-01-26,2026-01-29,2026-01,2026,E,Edificio E — Budget Inn,Direct booking,Directo,cancellation,False,3,90.0,30.0,73721776,E-08
123737981,2026-01-26,2026-01-30,2026-01,2026,C,Edificio C — Riverside,Direct booking,Directo,reservation,True,4,220.0,55.0,60509365,C-07
125453141,2026-01-26,2026-02-02,2026-01,2026,E,Edificio E — Budget Inn,Direct booking,Directo,reservation,True,7,240.0,34.285714285714285,25784112,E-08
124977346,2026-01-27,2026-01-28,2026-01,2026,E,Edificio E — Budget Inn,Airbnb,OTA,reservation,True,1,24.0,24.0,68736856,E-13
125126206,2026-01-27,2026-01-28,2026-01,2026,E,Edificio E — Budget Inn,Booking.com,OTA,reservation,True,1,24.0,24.0,54070297,E-05
125169896,2026-01-27,2026-01-28,2026-01,2026,D,Edificio D — Old Quarter,Booking.com,OTA,reservation,True,1,83.0,83.0,73437997,D-04
125220996,2026-01-27,2026-01-28,2026-01,2026,E,Edificio E — Budget Inn,Booking.com,OTA,reservation,True,1,30.0,30.0,41245486,E-07
125411021,2026-01-27,2026-01-28,2026-01,2026,E,Edificio E — Budget Inn,Airbnb,OTA,reservation,True,1,30.0,30.0,86736875,E-04
125488006,2026-01-27,2026-01-28,2026-01,2026,B,Edificio B — City Center,Booking.com,OTA,reservation,True,1,48.0,48.0,70482119,B-02
125500276,2026-01-27,2026-01-28,2026-01,2026,B,Edificio B — City Center,Booking.com,OTA,reservation,True,1,66.0,66.0,36252380,B-04
125544371,2026-01-27,2026-01-28,2026-01,2026,B,Edificio B — City Center,Booking.com,OTA,reservation,True,1,54.0,54.0,79934871,B-03
125623626,2026-01-27,2026-01-28,2026-01,2026,C,Edificio C — Riverside,Website,Directo,reservation,True,1,45.0,45.0,78766617,C-05
125626901,2026-01-27,2026-01-28,2026-01,2026,E,Edificio E — Budget Inn,Booking.com,OTA,reservation,True,1,21.6,21.6,54933528,E-06
125635311,2026-01-27,2026-01-28,2026-01,2026,C,Edificio C — Riverside,Booking.com,OTA,reservation,True,1,43.2,43.2,59565645,C-02
113062391,2026-01-27,2026-01-29,2026-01,2026,B,Edificio B — City Center,Booking.com,OTA,cancellation,False,2,184.8,92.4,78599133,B-02
120755251,2026-01-27,2026-01-29,2026-01,2026,B,Edificio B — City Center,Booking.com,OTA,cancellation,False,2,242.4,121.2,51266097,B-06
120755256,2026-01-27,2026-01-29,2026-01,2026,B,Edificio B — City Center,Booking.com,OTA,cancellation,False,2,226.0,113.0,51266097,B-09
120755701,2026-01-27,2026-01-29,2026-01,2026,B,Edificio B — City Center,Booking.com,OTA,reservation,True,2,312.0,156.0,UNKNOWN,B-07
120755706,2026-01-27,2026-01-29,2026-01,2026,B,Edificio B — City Center,Booking.com,OTA,reservation,True,2,283.2,141.6,UNKNOWN,B-08
120990701,2026-01-27,2026-01-29,2026-01,2026,E,Edificio E — Budget Inn,Booking.com,OTA,cancellation,False,2,56.0,28.0,32771647,E-12
124212701,2026-01-27,2026-01-29,2026-01,2026,E,Edificio E — Budget Inn,Booking.com,OTA,reservation,True,2,60.0,30.0,90140262,E-10
125396086,2026-01-27,2026-01-29,2026-01,2026,D,Edificio D — Old Quarter,Booking.com,OTA,reservation,True,2,108.0,54.0,32600590,D-05
125443406,2026-01-27,2026-01-29,2026-01,2026,D,Edificio D — Old Quarter,Booking.com,OTA,reservation,True,2,108.0,54.0,85665909,D-08
125511041,2026-01-27,2026-01-29,2026-01,2026,E,Edificio E — Budget Inn,Booking.com,OTA,reservation,True,2,43.2,21.6,38573477,E-14
125549941,2026-01-27,2026-01-29,2026-01,2026,D,Edificio D — Old Quarter,Booking.com,OTA,reservation,True,2,90.0,45.0,59514644,D-07
122403211,2026-01-27,2026-01-30,2026-01,2026,E,Edificio E — Budget Inn,Booking.com,OTA,reservation,True,3,84.0,28.0,36887622,E-12
125452551,2026-01-27,2026-01-30,2026-01,2026,E,Edificio E — Budget Inn,Booking.com,OTA,reservation,True,3,81.0,27.0,46983625,E-09
