id,host_id,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license,price_clean,host_type,price_tier
43826126,9159195,Vizcaya,Bilbao,43.26742,-2.92317,Entire home/apt,134.0,4,66,2025-09-15,1.03,3,255,17,ESFCTU00004802500002326200000000000000000000EBI014483,134.0,Pequeño (2-3),Mid-scale (€120-180)
43896549,253276306,Vizcaya,Bilbao,43.26602,-2.92188,Entire home/apt,93.0,2,122,2025-09-12,1.95,5,120,34,ESFCTU00004802500038080800000000000000000000EBI013228,93.0,Mediano (4-10),Economy (€75-120)
43934175,85246818,Vizcaya,Bilbao,43.26938,-2.92741,Entire home/apt,143.0,1,55,2025-07-13,0.87,47,325,5,EBI01479,143.0,Profesional (10+),Mid-scale (€120-180)
43953168,160412156,Vizcaya,Bilbao,43.26649,-2.92122,Entire home/apt,106.0,1,89,2025-09-13,1.42,45,300,21,ESFCTU00004802500036564500000000000000000000EBI014210,106.0,Profesional (10+),Economy (€75-120)
44001071,11659120,Vizcaya,Bilbao,43.25986,-2.91985,Entire home/apt,215.0,1,152,2025-09-16,2.43,1,99,23,ESFCTU00004802500034269100000000000000000000EBI015381,215.0,Individual (1),Upscale (€180-300)
44069891,294457256,Vizcaya,Bilbao,43.25846,-2.92277,Entire home/apt,311.0,2,18,2025-09-15,0.29,1,282,2,ESFCTV00004802600022396600000000000000000000EBI015323,311.0,Individual (1),Luxury (>€300)
44181718,355500268,Vizcaya,Bilbao,43.26878,-2.92858,Entire home/apt,170.0,2,60,2025-08-17,0.95,16,271,21,ESFCTU00004802600034991800000000000000000000EBI011833,170.0,Profesional (10+),Mid-scale (€120-180)
44211682,356218546,Vizcaya,Bilbao,43.25968,-2.93237,Entire home/apt,175.0,2,26,2025-09-16,0.41,1,287,5,ESFCTU00004802700092813400000000000000000000EBI015422,175.0,Individual (1),Mid-scale (€120-180)
44258630,48009998,Vizcaya,Bilbao,43.25343,-2.93666,Private room,68.0,2,88,2025-09-18,1.41,1,64,42,LBI00604,68.0,Individual (1),Budget (<€75)
44330224,85246818,Vizcaya,Bilbao,43.25874,-2.93917,Entire home/apt,132.0,1,6,2025-03-30,0.13,47,335,3,E.BI-01252,132.0,Profesional (10+),Mid-scale (€120-180)
44330225,85246818,Vizcaya,Bilbao,43.25726,-2.93213,Entire home/apt,132.0,1,10,2025-07-15,0.2,47,1,1,EBI01545,132.0,Profesional (10+),Mid-scale (€120-180)
44389931,48671909,Vizcaya,Bilbao,43.25857,-2.92577,Private room,153.0,1,0,,,7,159,0,Exempt,153.0,Mediano (4-10),Mid-scale (€120-180)
44390174,48671909,Vizcaya,Bilbao,43.2576,-2.92612,Private room,115.0,1,95,2025-08-22,1.8,7,168,3,,115.0,Mediano (4-10),Economy (€75-120)
44390271,48671909,Vizcaya,Bilbao,43.25745,-2.92451,Private room,204.0,1,4,2025-07-14,0.06,7,162,2,,204.0,Mediano (4-10),Upscale (€180-300)
44467529,353038776,Vizcaya,Bilbao,43.25786,-2.92137,Entire home/apt,133.0,1,158,2025-07-13,2.53,11,298,15,ESFCTU00004802600034741900000000000000000000EBI000275,133.0,Profesional (10+),Mid-scale (€120-180)
44470840,287102161,Vizcaya,Bilbao,43.25415,-2.94147,Entire home/apt,119.0,2,34,2025-08-24,0.67,2,82,3,EBI 710,119.0,Pequeño (2-3),Economy (€75-120)
44484406,353038776,Vizcaya,Bilbao,43.26839,-2.92312,Entire home/apt,119.0,1,126,2025-08-28,2.01,11,332,32,ESFCTU00004802500023620400000000000000000000EBI011514,119.0,Profesional (10+),Economy (€75-120)
44487284,359668470,Vizcaya,Bilbao,43.25704,-2.92433,Entire home/apt,122.0,1,219,2025-09-06,3.49,1,277,36,ESFCTU00004802600020579500000000000000000000EBIO15533,122.0,Individual (1),Mid-scale (€120-180)
44519127,10883653,Vizcaya,Bilbao,43.25560397297699,-2.940763153485193,Entire home/apt,79.0,3,4,2025-09-07,0.91,1,353,4,,79.0,Individual (1),Economy (€75-120)
44568148,254094294,Vizcaya,Bilbao,43.25744,-2.92227,Private room,700.0,6,0,,,1,362,0,,700.0,Individual (1),Luxury (>€300)
45006990,264460456,Vizcaya,Bilbao,43.27056,-2.94581,Entire home/apt,139.0,1,100,2025-07-06,1.61,31,0,13,TBI00047,139.0,Profesional (10+),Mid-scale (€120-180)
45007246,264460456,Vizcaya,Bilbao,43.27127,-2.94701,Entire home/apt,131.0,1,263,2025-07-29,4.25,31,0,25,TBI00047,131.0,Profesional (10+),Mid-scale (€120-180)
45007435,264460456,Vizcaya,Bilbao,43.27056,-2.94581,Entire home/apt,146.0,1,81,2025-08-14,1.31,31,0,4,TB000I47,146.0,Profesional (10+),Mid-scale (€120-180)
45007440,264460456,Vizcaya,Bilbao,43.27056,-2.94581,Entire home/apt,141.0,1,191,2025-06-18,3.08,31,0,6,TBI00047,141.0,Profesional (10+),Mid-scale (€120-180)
45007587,264460456,Vizcaya,Bilbao,43.27056,-2.94581,Entire home/apt,130.0,1,28,2025-05-15,0.45,31,0,3,TBI00047,130.0,Profesional (10+),Mid-scale (€120-180)
45007588,264460456,Vizcaya,Bilbao,43.27056,-2.94581,Entire home/apt,127.0,1,103,2025-08-14,1.67,31,0,20,TB000I47,127.0,Profesional (10+),Mid-scale (€120-180)
45007589,264460456,Vizcaya,Bilbao,43.27056,-2.94581,Entire home/apt,133.0,1,81,2025-08-07,1.31,31,0,20,TBI00047,133.0,Profesional (10+),Mid-scale (€120-180)
45007896,264460456,Vizcaya,Bilbao,43.27056,-2.94581,Entire home/apt,129.0,1,145,2025-08-08,2.35,31,0,20,TBI00047,129.0,Profesional (10+),Mid-scale (€120-180)
45109792,364311615,Vizcaya,Bilbao,43.26622,-2.92776,Entire home/apt,91.0,2,58,2025-05-26,1.14,1,280,3,ESFCTU00004802600033566900000000000000000000EBI012654,91.0,Individual (1),Economy (€75-120)
45152151,193947546,Vizcaya,Bilbao,43.25139,-2.91701,Private room,49.0,2,296,2025-08-17,4.78,2,139,35,ESHETUO0004802500027297400100000000000000000LBI005181,49.0,Pequeño (2-3),Budget (<€75)
45198296,365046186,Vizcaya,Bilbao,43.248,-2.91127,Private room,71.0,1,35,2025-07-21,0.78,6,297,5,Exempt,71.0,Mediano (4-10),Budget (<€75)
45322736,16126315,Vizcaya,Bilbao,43.25742,-2.92184,Entire home/apt,220.0,2,247,2025-09-18,4.11,24,114,40,ESFCTU00004802600034866900000000000000000000EBI013471,220.0,Profesional (10+),Upscale (€180-300)
45339573,365046186,Vizcaya,Bilbao,43.24793,-2.91025,Private room,60.0,1,46,2024-05-05,1.04,6,304,0,Exempt,60.0,Mediano (4-10),Budget (<€75)
45339593,365046186,Vizcaya,Bilbao,43.2479,-2.91025,Private room,61.0,1,53,2025-01-03,1.17,6,284,5,Exempt,61.0,Mediano (4-10),Budget (<€75)
45474284,68986095,Vizcaya,Bilbao,43.26941,-2.92929,Private room,72.0,2,14,2025-08-31,0.68,15,304,7,Exempt,72.0,Profesional (10+),Budget (<€75)
45490188,68986095,Vizcaya,Bilbao,43.26941,-2.92929,Private room,109.0,2,13,2025-06-17,0.21,15,291,7,Exempt,109.0,Profesional (10+),Economy (€75-120)
45502640,68986095,Vizcaya,Bilbao,43.26738,-2.92456,Private room,88.0,1,125,2025-09-15,2.04,15,232,19,Exempt,88.0,Profesional (10+),Economy (€75-120)
45503023,68986095,Vizcaya,Bilbao,43.26738,-2.92456,Private room,86.0,1,53,2025-08-20,0.95,15,257,9,Exempt,86.0,Profesional (10+),Economy (€75-120)
45537800,68986095,Vizcaya,Bilbao,43.26765,-2.92539,Private room,82.0,1,127,2025-09-21,2.15,15,286,14,Exempt,82.0,Profesional (10+),Economy (€75-120)
45627036,14585113,Vizcaya,Bilbao,43.24881,-2.91209,Entire home/apt,73.0,2,260,2025-09-14,4.28,1,218,58,EBI01578,73.0,Individual (1),Budget (<€75)
45777451,371120933,Vizcaya,Bilbao,43.25696,-2.92258,Entire home/apt,175.0,2,76,2025-08-12,1.26,1,141,14,ESFCTU00004802600029918300000000000000000000EBI013200,175.0,Individual (1),Mid-scale (€120-180)
45856089,371759663,Vizcaya,Bilbao,43.26178,-2.94377,Private room,67.0,2,148,2025-08-24,2.83,2,41,12,LBI00666,67.0,Pequeño (2-3),Budget (<€75)
45920740,28637991,Vizcaya,Bilbao,43.25705,-2.94487,Private room,120.0,4,24,2025-07-13,0.42,2,184,3,ESHFTU00004802700014140300100000000000000000LBI006335,120.0,Pequeño (2-3),Economy (€75-120)
46043406,15531075,Vizcaya,Bilbao,43.25594,-2.92349,Private room,65.0,2,202,2025-09-11,3.81,2,344,53,ESHFTU00004802600028549000200000000000000000LBI000510,65.0,Pequeño (2-3),Budget (<€75)
46770238,340759599,Vizcaya,Bilbao,43.25369,-2.92023,Entire home/apt,77.0,2,365,2025-09-27,6.66,1,241,64,EBI01608,77.0,Individual (1),Economy (€75-120)
47169358,11296499,Vizcaya,Bilbao,43.26958,-2.95557,Shared room,18.0,1,21,2025-09-07,0.41,16,70,13,,18.0,Profesional (10+),Budget (<€75)
47487582,671397896,Vizcaya,Bilbao,43.25518,-2.92339,Entire home/apt,150.0,1,99,2025-09-11,1.91,53,62,21,ESFCTU00004802600025009200000000000000000000EBI013435,150.0,Profesional (10+),Mid-scale (€120-180)
47738225,160412156,Vizcaya,Bilbao,43.25779,-2.94014,Entire home/apt,124.0,1,26,2025-07-03,0.5,45,322,2,ESFCTU00004802700004518300000000000000000000EBI008329,124.0,Profesional (10+),Mid-scale (€120-180)
47823747,16126315,Vizcaya,Bilbao,43.26649,-2.93332,Entire home/apt,212.0,2,152,2025-09-11,2.71,24,101,34,ESFCTU00004802200031904300000000000000000000EBI015956,212.0,Profesional (10+),Upscale (€180-300)
48038735,245992541,Vizcaya,Bilbao,43.29257,-2.97198,Entire home/apt,143.0,2,40,2025-09-06,0.78,8,71,12,ESFCTU00004802400000731900000000000000000000EBI016160,143.0,Mediano (4-10),Mid-scale (€120-180)
48073517,300961027,Vizcaya,Bilbao,43.25911,-2.92313,Entire home/apt,214.0,2,63,2025-08-20,1.2,2,327,6,ESFCTU00004802600027645000000000000000000000EBI-10545,214.0,Pequeño (2-3),Upscale (€180-300)
48218475,48671909,Vizcaya,Bilbao,43.25683,-2.92426,Private room,131.0,1,6,2025-07-13,0.12,7,166,1,,131.0,Mediano (4-10),Mid-scale (€120-180)
48242507,4743615,Vizcaya,Bilbao,43.27738,-2.95977,Entire home/apt,125.0,2,46,2025-05-16,0.83,4,259,6,ESFCTU00004802400010745300000000000000000000EBI001340,125.0,Mediano (4-10),Mid-scale (€120-180)
48307887,389752536,Vizcaya,Bilbao,43.25751876831055,-2.9284589290618896,Entire home/apt,118.0,2,50,2025-08-26,0.91,1,57,2,ESFCTU000048027000561843000000000000000000000EBI00301,118.0,Individual (1),Economy (€75-120)
48396875,353038776,Vizcaya,Bilbao,43.25419,-2.9331,Entire home/apt,164.0,1,90,2025-08-01,1.69,11,290,14,ESFCTU00004802700024395400000000000000000000EBI016306,164.0,Profesional (10+),Mid-scale (€120-180)
48455897,68986095,Vizcaya,Bilbao,43.26623,-2.92504,Private room,65.0,1,35,2025-09-02,0.64,15,254,8,Exempt,65.0,Profesional (10+),Budget (<€75)
48456688,68986095,Vizcaya,Bilbao,43.26763,-2.92435,Private room,94.0,1,55,2025-08-06,1.06,15,251,2,Exempt,94.0,Profesional (10+),Economy (€75-120)
48460260,68986095,Vizcaya,Bilbao,43.26796,-2.92527,Private room,84.0,1,78,2025-06-13,1.5,15,308,7,Exempt,84.0,Profesional (10+),Economy (€75-120)
48464909,68986095,Vizcaya,Bilbao,43.26825,-2.9236,Private room,83.0,1,61,2025-07-13,1.26,15,267,5,Exempt,83.0,Profesional (10+),Economy (€75-120)
48480651,391252409,Vizcaya,Bilbao,43.25592,-2.94248,Entire home/apt,150.0,3,15,2025-08-01,0.29,1,323,4,ESFCTU00004802700094908500000000000000000000EBI015413,150.0,Individual (1),Mid-scale (€120-180)
48497079,391360714,Vizcaya,Bilbao,43.25905,-2.92322,Entire home/apt,221.0,3,89,2025-09-01,1.72,1,321,13,EBI01577,221.0,Individual (1),Upscale (€180-300)
48686542,353038776,Vizcaya,Bilbao,43.25362,-2.93344,Entire home/apt,153.0,1,35,2025-07-09,0.66,11,311,3,ESFCTU00004802700119873400000000000000000000EBI016340,153.0,Profesional (10+),Mid-scale (€120-180)
48708727,374138888,Vizcaya,Bilbao,43.2678,-2.93289,Entire home/apt,215.0,1,59,2025-08-25,1.08,14,218,6,TBI00051,215.0,Profesional (10+),Upscale (€180-300)
48842497,374138888,Vizcaya,Bilbao,43.26772,-2.93286,Entire home/apt,193.0,1,378,2025-08-28,6.94,14,228,44,TBI00051,193.0,Profesional (10+),Upscale (€180-300)
48992413,395116373,Vizcaya,Bilbao,43.26330244012525,-2.936638884075844,Private room,300.0,2,91,2025-08-17,1.8,1,28,29,LBI00477,300.0,Individual (1),Upscale (€180-300)
49091570,395925496,Vizcaya,Bilbao,43.25893,-2.92329,Private room,90.0,1,30,2025-03-19,0.63,15,118,2,Exempt,90.0,Profesional (10+),Economy (€75-120)
49110710,395925496,Vizcaya,Bilbao,43.25767,-2.92482,Private room,152.0,1,10,2025-08-07,0.2,15,133,3,Exempt,152.0,Profesional (10+),Mid-scale (€120-180)
49123698,395925496,Vizcaya,Bilbao,43.25689,-2.92448,Private room,140.0,1,3,2024-04-27,0.08,15,132,0,Exempt,140.0,Profesional (10+),Mid-scale (€120-180)
49124238,395925496,Vizcaya,Bilbao,43.25881,-2.92262,Private room,132.0,1,3,2023-08-27,0.06,15,126,0,Exempt,132.0,Profesional (10+),Mid-scale (€120-180)
49124348,395925496,Vizcaya,Bilbao,43.25905,-2.92351,Private room,87.0,1,9,2022-11-28,0.18,15,102,0,Exempt,87.0,Profesional (10+),Economy (€75-120)
49124433,395925496,Vizcaya,Bilbao,43.25879,-2.92412,Private room,132.0,1,9,2024-12-24,0.18,15,130,3,Exempt,132.0,Profesional (10+),Mid-scale (€120-180)
49124529,395925496,Vizcaya,Bilbao,43.25754,-2.92428,Private room,132.0,1,1,2023-08-15,0.04,15,128,0,Exempt,132.0,Profesional (10+),Mid-scale (€120-180)
49124692,395925496,Vizcaya,Bilbao,43.25839,-2.92409,Private room,132.0,1,7,2025-02-20,0.19,15,123,2,Exempt,132.0,Profesional (10+),Mid-scale (€120-180)
49124740,395925496,Vizcaya,Bilbao,43.25697,-2.92477,Private room,132.0,1,42,2025-08-02,0.82,15,124,6,Exempt,132.0,Profesional (10+),Mid-scale (€120-180)
49124787,395925496,Vizcaya,Bilbao,43.25719,-2.92421,Private room,159.0,1,1,2023-03-12,0.03,15,134,0,Exempt,159.0,Profesional (10+),Mid-scale (€120-180)
49475248,399022042,Vizcaya,Bilbao,43.25733,-2.94009,Entire home/apt,239.0,1,65,2025-07-25,1.23,1,334,5,ESFCTU00004802700036295200000000000000000000EBI015828,239.0,Individual (1),Upscale (€180-300)
49733720,371064594,Vizcaya,Bilbao,43.25699,-2.91557,Private room,72.0,2,209,2025-09-15,4.42,2,5,30,LBI00500,72.0,Pequeño (2-3),Budget (<€75)
49929079,8725877,Vizcaya,Bilbao,43.25927,-2.92559,Entire home/apt,325.0,4,223,2025-09-21,4.35,1,242,52,EBI01668,325.0,Individual (1),Luxury (>€300)
49970926,59903471,Vizcaya,Bilbao,43.25843,-2.93417,Entire home/apt,93.0,2,322,2025-09-29,6.12,2,63,72,ESFCTU00004802700084918700000000000000000000EBI016467,93.0,Pequeño (2-3),Economy (€75-120)
50015547,193947546,Vizcaya,Bilbao,43.25287,-2.91563,Private room,57.0,2,266,2025-09-14,5.05,2,139,44,ESHFTUO0004802500027297400100000000000000000LBI005181,57.0,Pequeño (2-3),Budget (<€75)
50142732,404643457,Vizcaya,Bilbao,43.26723,-2.92492,Entire home/apt,155.0,1,146,2025-09-08,2.8,1,307,15,ESFCTU00004802500051894200000000000000000000EBI015507,155.0,Individual (1),Mid-scale (€120-180)
50161754,374138888,Vizcaya,Bilbao,43.254631,-2.927939,Entire home/apt,116.0,1,126,2025-09-13,2.42,14,235,32,TBI00052,116.0,Profesional (10+),Economy (€75-120)
50162359,374138888,Vizcaya,Bilbao,43.254631,-2.927939,Entire home/apt,150.0,1,60,2025-08-29,1.15,14,143,8,TBI00052,150.0,Profesional (10+),Mid-scale (€120-180)
50164692,374138888,Vizcaya,Bilbao,43.254631,-2.927939,Entire home/apt,177.0,1,268,2025-09-05,5.14,14,235,38,TBI00052,177.0,Profesional (10+),Mid-scale (€120-180)
50304627,64785246,Vizcaya,Bilbao,43.26172,-2.93825,Private room,52.0,2,127,2025-09-23,2.47,3,206,25,EBI00472,52.0,Pequeño (2-3),Budget (<€75)
50358525,64785246,Vizcaya,Bilbao,43.26111,-2.93815,Private room,52.0,2,142,2025-09-21,2.78,3,212,24,EBI00472,52.0,Pequeño (2-3),Budget (<€75)
50358706,64785246,Vizcaya,Bilbao,43.26184,-2.93732,Private room,96.0,2,35,2025-08-23,0.69,3,194,9,EBI00472,96.0,Pequeño (2-3),Economy (€75-120)
50437290,150809814,Vizcaya,Bilbao,43.25512,-2.91484,Entire home/apt,147.0,2,152,2025-08-27,2.97,4,277,9,ESFCTU00004802500051035900000000000000000000EBI016782,147.0,Mediano (4-10),Mid-scale (€120-180)
50581068,408288773,Vizcaya,Bilbao,43.24843,-2.92096,Entire home/apt,179.0,1,31,2023-02-28,0.61,9,253,0,TBI00011,179.0,Mediano (4-10),Mid-scale (€120-180)
50582531,408288773,Vizcaya,Bilbao,43.24889,-2.91938,Entire home/apt,150.0,1,35,2025-07-06,0.7,9,259,4,TBI00011,150.0,Mediano (4-10),Mid-scale (€120-180)
50582693,408288773,Vizcaya,Bilbao,43.24966,-2.92043,Entire home/apt,176.0,1,28,2023-11-30,0.6,9,253,0,TBI00011,176.0,Mediano (4-10),Mid-scale (€120-180)
50582901,408288773,Vizcaya,Bilbao,43.25028,-2.91949,Entire home/apt,186.0,1,61,2025-05-26,1.2,9,253,1,TBI00011,186.0,Mediano (4-10),Upscale (€180-300)
50595288,134667253,Vizcaya,Bilbao,43.24888,-2.93366,Private room,66.0,1,14,2025-09-14,0.33,3,179,6,,66.0,Pequeño (2-3),Budget (<€75)
50665183,408892085,Vizcaya,Bilbao,43.25907,-2.93398,Entire home/apt,123.0,3,87,2025-08-29,1.71,1,102,18,ESFCTU00004802700014349000000000000000000000EBI016751,123.0,Individual (1),Mid-scale (€120-180)
50760541,410221598,Vizcaya,Bilbao,43.2555537,-2.9229179,Entire home/apt,235.0,3,80,2025-09-08,1.59,2,118,10,ESFCTU00004802600033079400000000000000000000EBI014409,235.0,Pequeño (2-3),Upscale (€180-300)
50788471,407554882,Vizcaya,Bilbao,43.268822,-2.929004,Entire home/apt,178.0,2,39,2025-09-10,0.78,1,206,7,ESFCTU00004802600025433500000000000000000000EBI016126,178.0,Individual (1),Mid-scale (€120-180)
50881944,411406571,Vizcaya,Bilbao,43.249,-2.9211,Private room,79.0,1,137,2025-09-07,2.69,1,14,26,,79.0,Individual (1),Economy (€75-120)
50891777,411487047,Vizcaya,Bilbao,43.26102,-2.90404,Private room,59.0,1,21,2025-08-10,0.42,1,234,4,,59.0,Individual (1),Budget (<€75)
50986940,85246818,Vizcaya,Bilbao,43.25814,-2.92005,Entire home/apt,144.0,1,58,2025-06-02,1.14,47,343,13,EBI01604,144.0,Profesional (10+),Mid-scale (€120-180)
51007787,412491751,Vizcaya,Bilbao,43.26018,-2.93262,Entire home/apt,164.0,1,70,2025-06-12,1.37,1,332,4,ESFCTU00004802700053552300000000000000000000EBI015862,164.0,Individual (1),Mid-scale (€120-180)
51048901,334127164,Vizcaya,Bilbao,43.27113,-2.9463,Entire home/apt,145.0,5,27,2025-08-29,0.99,1,18,9,LBI00721,145.0,Individual (1),Mid-scale (€120-180)
51117414,32859491,Vizcaya,Bilbao,43.25998,-2.93909,Private room,59.0,2,294,2025-09-12,6.13,2,337,71,ESHFTU00004802700056177500200000000000000000LBI005892,59.0,Pequeño (2-3),Budget (<€75)
51164399,937934,Vizcaya,Bilbao,43.25714,-2.93709,Private room,95.0,2,227,2025-09-26,4.45,3,162,73,ESHFTU00004802700020039100100000000000000000LBI004944,95.0,Pequeño (2-3),Economy (€75-120)
51184783,937934,Vizcaya,Bilbao,43.25618,-2.93793,Private room,95.0,2,180,2025-09-23,3.58,3,181,35,ESHFTU00004802700020039100200000000000000000LBI004943,95.0,Pequeño (2-3),Economy (€75-120)
51213115,264460456,Vizcaya,Bilbao,43.25644,-2.94604,Private room,52.0,1,30,2025-09-07,0.59,31,170,3,TBI00675,52.0,Profesional (10+),Budget (<€75)
51213284,264460456,Vizcaya,Bilbao,43.25644,-2.94604,Private room,51.0,1,26,2025-08-11,0.53,31,170,3,TBI00675,51.0,Profesional (10+),Budget (<€75)
51213835,264460456,Vizcaya,Bilbao,43.25644,-2.94604,Private room,63.0,1,41,2025-07-17,0.82,31,217,13,TBI00675,63.0,Profesional (10+),Budget (<€75)
51221602,399941727,Vizcaya,Bilbao,43.25319,-2.93156,Entire home/apt,130.0,1,108,2025-09-19,2.12,2,117,17,EBI01679,130.0,Pequeño (2-3),Mid-scale (€120-180)
51273810,264460456,Vizcaya,Bilbao,43.25644,-2.94604,Private room,59.0,1,13,2025-03-06,0.26,31,167,3,TBI00675,59.0,Profesional (10+),Budget (<€75)
51274022,264460456,Vizcaya,Bilbao,43.25644,-2.94604,Private room,55.0,1,26,2025-09-09,0.51,31,214,8,TBI00675,55.0,Profesional (10+),Budget (<€75)
51274137,264460456,Vizcaya,Bilbao,43.25644,-2.94604,Private room,52.0,1,28,2025-09-11,0.56,31,220,12,TBI00675,52.0,Profesional (10+),Budget (<€75)
51274219,264460456,Vizcaya,Bilbao,43.25644,-2.94604,Private room,48.0,1,10,2025-03-04,0.21,31,216,2,TBI00675,48.0,Profesional (10+),Budget (<€75)
51320013,205080529,Vizcaya,Bilbao,43.26164,-2.89891,Private room,14.0,90,1,2024-12-22,0.11,3,242,1,,14.0,Pequeño (2-3),Budget (<€75)
51420300,416451675,Vizcaya,Bilbao,43.26520538330078,-2.944247007369995,Entire home/apt,188.0,1,36,2025-08-29,0.72,1,99,4,ESFCTU00004802200002426800000000000000000000EBI008059,188.0,Individual (1),Upscale (€180-300)
51437647,534780077,Vizcaya,Bilbao,43.26070022583008,-2.934912919998169,Entire home/apt,179.0,1,85,2025-09-13,1.69,5,307,11,EBI01699,179.0,Mediano (4-10),Mid-scale (€120-180)
51596290,208200792,Vizcaya,Bilbao,43.25775,-2.93122,Entire home/apt,254.0,1,143,2025-08-06,2.86,14,306,16,ESFCTU00004802700081053800000000000000000000EBI013549,254.0,Profesional (10+),Upscale (€180-300)
51737376,254392009,Vizcaya,Bilbao,43.25531,-2.92304,Entire home/apt,133.0,2,46,2025-08-03,0.95,5,221,8,ESFCTU00004802600038598500000000000000000000EBI006543,133.0,Mediano (4-10),Mid-scale (€120-180)
51955286,152745470,Vizcaya,Bilbao,43.27343,-2.94894,Entire home/apt,176.0,5,20,2024-09-22,0.41,5,45,0,TBI00029.,176.0,Mediano (4-10),Mid-scale (€120-180)
52099590,371759663,Vizcaya,Bilbao,43.26352,-2.94302,Private room,48.0,2,108,2025-08-31,2.22,2,12,17,,48.0,Pequeño (2-3),Budget (<€75)
52274541,253276306,Vizcaya,Bilbao,43.26462,-2.91582,Entire home/apt,85.0,2,68,2025-08-13,1.46,5,97,9,ESFCTU00004802500004878400000000000000000000EBI009164,85.0,Mediano (4-10),Economy (€75-120)
52292375,423245920,Vizcaya,Bilbao,43.25878,-2.92597,Entire home/apt,171.0,1,71,2025-09-09,1.47,1,321,13,ESFCTU00004802600021720000000000000000000000282008152,171.0,Individual (1),Mid-scale (€120-180)
52520933,196332886,Vizcaya,Bilbao,43.26774597167969,-2.922266960144043,Entire home/apt,137.0,2,166,2025-09-27,3.43,5,338,26,ESFCTU00004802500001439000000000000000000000EBI017141,137.0,Mediano (4-10),Mid-scale (€120-180)
52663004,87729988,Vizcaya,Bilbao,43.25583,-2.90049,Private room,26.0,1,199,2025-09-21,4.52,2,106,58,ESHFTU00004802500039201600300000000000000000LBI005042,26.0,Pequeño (2-3),Budget (<€75)
52754589,427084522,Vizcaya,Bilbao,43.25759,-2.91806,Entire home/apt,300.0,2,1,2023-07-09,0.04,1,55,0,ESFCTU00004802500007916000000000000000000000EBI015075,300.0,Individual (1),Upscale (€180-300)
52783831,7666158,Vizcaya,Bilbao,43.25288,-2.93157,Entire home/apt,96.0,2,33,2025-09-20,0.69,1,359,12,,96.0,Individual (1),Economy (€75-120)
52877161,428103045,Vizcaya,Bilbao,43.26071,-2.93514,Entire home/apt,158.0,4,59,2025-08-31,1.26,1,27,13,EBI 01405,158.0,Individual (1),Mid-scale (€120-180)
52910283,428350814,Vizcaya,Bilbao,43.25566,-2.93618,Entire home/apt,110.0,2,277,2025-09-25,5.83,1,98,70,ESFCTU00004802700055034200000000000000000000EBI017299,110.0,Individual (1),Economy (€75-120)
53029302,425918272,Vizcaya,Bilbao,43.25727,-2.92352,Private room,83.0,2,72,2025-08-20,1.6,3,70,4,LBI00501,83.0,Pequeño (2-3),Economy (€75-120)
53064130,425918272,Vizcaya,Bilbao,43.25691,-2.92323,Private room,81.0,2,26,2023-07-02,0.58,3,64,0,LBI00501,81.0,Pequeño (2-3),Economy (€75-120)
53065171,425918272,Vizcaya,Bilbao,43.25724,-2.92194,Private room,74.0,2,45,2025-07-11,1.06,3,72,1,LBI00501,74.0,Pequeño (2-3),Budget (<€75)
53145650,37479065,Vizcaya,Bilbao,43.26594,-2.93472,Private room,112.0,2,65,2025-09-09,1.39,2,37,24,ESHFTU00004802200022423100200000000000000000LBI004800,112.0,Pequeño (2-3),Economy (€75-120)
53217985,430850650,Vizcaya,Bilbao,43.26799,-2.91634,Entire home/apt,97.0,2,53,2025-08-29,1.14,1,250,7,ESFCTU00004802500012627700000000000000000000EBI017514,97.0,Individual (1),Economy (€75-120)
53246129,16126315,Vizcaya,Bilbao,43.26298,-2.94075,Entire home/apt,273.0,2,174,2025-09-15,3.75,24,78,34,ESFCTU00004802200029730300000000000000000000EBI017132,273.0,Profesional (10+),Upscale (€180-300)
53259888,431177122,Vizcaya,Bilbao,43.258408,-2.922315,Entire home/apt,443.0,1,0,,,1,364,0,E.BI-953,443.0,Individual (1),Luxury (>€300)
53369283,353038776,Vizcaya,Bilbao,43.268,-2.93171,Entire home/apt,257.0,1,100,2025-08-14,2.13,11,300,20,ESFCTU00004802200000371300000000000000000000EBI017497,257.0,Profesional (10+),Upscale (€180-300)
53509821,433298523,Vizcaya,Bilbao,43.256813,-2.923429,Entire home/apt,131.0,2,91,2025-09-11,2.04,1,39,18,ESFCTU00004802600029648900000000000000000000EBI017785,131.0,Individual (1),Mid-scale (€120-180)
53586499,433960491,Vizcaya,Bilbao,43.2583122253418,-2.9280788898468018,Entire home/apt,219.0,2,97,2025-09-27,2.22,1,75,19,ESFCTU00004802700045084000000000000000000000EBI014900,219.0,Individual (1),Upscale (€180-300)
53605927,671397896,Vizcaya,Bilbao,43.25257,-2.91304,Entire home/apt,90.0,1,34,2025-08-09,0.74,53,40,12,ESFCTU00004802500015529100000000000000000000EBI011664,90.0,Profesional (10+),Economy (€75-120)
53610340,218182143,Vizcaya,Bilbao,43.256634,-2.9228,Entire home/apt,144.0,2,104,2024-08-08,2.24,2,236,0,ESFCTU00004802600022508300000000000000000000EBI017169,144.0,Pequeño (2-3),Mid-scale (€120-180)
